sales_agent,account,deal_stage,engage_date,close_date,close_value,sector,year_established,revenue,employees,office_location,close_value_per_employee,close_value_per_revenue
Garret Kinder,Initech,Lost,2017-06-16,2017-08-22,0.0,telecommunications,1994.0,6395.05,20275.0,United States,0.0,0.0
Garret Kinder,Vehement Capital Partners,Won,2017-06-16,2017-09-18,5206.0,finance,1993.0,646.1,883.0,United States,5.895809739524349,8.05757622659031
Gladys Colclough,Finhigh,Won,2017-06-16,2017-09-04,3621.0,finance,2006.0,1102.43,1759.0,United States,2.0585559977259806,3.2845622851337497
Kami Bicknell,Faxquote,Won,2017-06-16,2017-06-25,4756.0,telecommunications,1995.0,1825.82,5595.0,United States,0.8500446827524576,2.6048569957608088
Lajuana Vencill,Isdom,Lost,2017-06-16,2017-08-29,0.0,medical,2002.0,3178.24,4540.0,United States,0.0,0.0
Lajuana Vencill,Stanredtax,Won,2017-06-16,2017-06-24,3228.0,finance,1987.0,1698.2,3798.0,United States,0.8499210110584519,1.9008361794841597
Markita Hansen,Toughzap,Engaging,2017-06-16,,0.0,retail,1995.0,332.43,799.0,United States,0.0,0.0
Niesha Huffines,Bioholding,Won,2017-06-16,2017-09-17,1063.0,medical,2012.0,587.34,1356.0,Philipines,0.7839233038348082,1.80985459869922
Reed Clapper,Yearin,Lost,2017-06-16,2017-08-19,0.0,retail,2005.0,2261.05,3851.0,United States,0.0,0.0
Rosie Papadopoulos,Xx-zobam,Engaging,2017-06-16,,0.0,entertainment,1989.0,3838.39,8274.0,United States,0.0,0.0
Zane Levy,Newex,Won,2017-06-16,2017-06-27,4234.0,services,1991.0,1012.72,3492.0,Germany,1.2124856815578464,4.180819969981831
Cassey Cress,Plussunin,Won,2017-06-17,2017-09-16,1198.0,retail,2003.0,1419.98,4018.0,United States,0.29815828770532604,0.8436738545613318
Corliss Cosme,Sumace,Won,2017-06-17,2017-09-09,4960.0,retail,2000.0,167.89,493.0,Romania,10.060851926977687,29.543153255107512
Darcel Schlecht,Betatech,Won,2017-06-17,2017-08-22,576.0,medical,1986.0,647.18,1185.0,Kenya,0.4860759493670886,0.890015142618746
Darcel Schlecht,Globex Corporation,Won,2017-06-17,2017-08-25,5614.0,technolgy,2000.0,1223.72,2497.0,Norway,2.2482979575490587,4.587650769783937
Darcel Schlecht,Streethex,Won,2017-06-17,2017-08-30,3422.0,retail,1988.0,1376.8,1165.0,Belgium,2.9373390557939913,2.4854735618826265
Elease Gluck,Rantouch,Engaging,2017-06-17,,0.0,telecommunications,1994.0,1188.42,3015.0,United States,0.0,0.0
James Ascencio,Finjob,Won,2017-06-17,2017-06-24,5306.0,employment,1988.0,2059.9,3644.0,United States,1.4560922063666302,2.575853196757124
Kary Hendrixson,Sonron,Engaging,2017-06-17,,0.0,telecommunications,1999.0,1699.85,5108.0,United States,0.0,0.0
Kary Hendrixson,Golddex,Lost,2017-06-17,2017-09-06,0.0,finance,2008.0,52.5,165.0,United States,0.0,0.0
Lajuana Vencill,Inity,Won,2017-06-17,2017-09-19,60.0,marketing,1986.0,2403.58,8801.0,United States,0.006817407112828087,0.024962763877216486
Markita Hansen,Konex,Lost,2017-06-17,2017-08-15,0.0,technolgy,1980.0,7708.38,13756.0,United States,0.0,0.0
Moses Frase,Bioholding,Won,2017-06-17,2017-08-16,5018.0,medical,2012.0,587.34,1356.0,Philipines,3.700589970501475,8.543603364320495
Vicki Laflamme,Groovestreet,Won,2017-06-17,2017-09-17,3295.0,retail,2003.0,223.8,299.0,United States,11.020066889632107,14.72296693476318
Anna Snelling,Rundofase,Won,2017-06-18,2017-08-29,61.0,technolgy,1983.0,1008.06,1238.0,United States,0.049273021001615507,0.06051227109497451
Boris Faz,Mathtouch,Lost,2017-06-18,2017-07-01,0.0,marketing,1984.0,3027.46,9516.0,Jordan,0.0,0.0
Cassey Cress,Scottech,Engaging,2017-06-18,,0.0,marketing,2012.0,45.39,100.0,United States,0.0,0.0
Cassey Cress,Zathunicon,Won,2017-06-18,2017-09-23,59.0,retail,2010.0,71.12,144.0,United States,0.4097222222222222,0.8295838020247469
Daniell Hammack,Groovestreet,Engaging,2017-06-18,,0.0,retail,2003.0,223.8,299.0,United States,0.0,0.0
Daniell Hammack,Mathtouch,Won,2017-06-18,2017-06-26,3720.0,marketing,1984.0,3027.46,9516.0,Jordan,0.39092055485498106,1.2287528158918697
Darcel Schlecht,Isdom,Lost,2017-06-18,2017-08-15,0.0,medical,2002.0,3178.24,4540.0,United States,0.0,0.0
Darcel Schlecht,Funholding,Won,2017-06-18,2017-08-16,5088.0,finance,1991.0,2819.5,7227.0,United States,0.7040265670402657,1.8045752793048413
Elease Gluck,Scotfind,Won,2017-06-18,2017-06-28,6666.0,software,1996.0,6354.87,16780.0,United States,0.39725864123957094,1.0489593020785635
Gladys Colclough,Ron-tech,Lost,2017-06-18,2017-08-02,0.0,medical,1992.0,3922.42,6837.0,United States,0.0,0.0
Gladys Colclough,Isdom,Won,2017-06-18,2017-06-23,5115.0,medical,2002.0,3178.24,4540.0,United States,1.1266519823788546,1.6093812927909787
James Ascencio,Gekko & Co,Engaging,2017-06-18,,0.0,retail,1990.0,2520.83,3502.0,United States,0.0,0.0
Jonathan Berthelot,Stanredtax,Lost,2017-06-18,2017-08-21,0.0,finance,1987.0,1698.2,3798.0,United States,0.0,0.0
Jonathan Berthelot,Isdom,Won,2017-06-18,2017-07-01,1149.0,medical,2002.0,3178.24,4540.0,United States,0.25308370044052864,0.36152084172372134
Jonathan Berthelot,Bioholding,Won,2017-06-18,2017-09-15,5220.0,medical,2012.0,587.34,1356.0,Philipines,3.849557522123894,8.887526815813668
Jonathan Berthelot,Stanredtax,Won,2017-06-18,2017-06-22,60.0,finance,1987.0,1698.2,3798.0,United States,0.01579778830963665,0.03533152749970557
Kami Bicknell,Lexiqvolax,Won,2017-06-18,2017-06-22,551.0,medical,2004.0,1618.89,3889.0,United States,0.1416816662381075,0.3403566641340671
Markita Hansen,Cheers,Won,2017-06-18,2017-09-28,505.0,entertainment,1993.0,4269.9,6472.0,United States,0.07802843016069222,0.1182697487060587
Marty Freudenburg,Warephase,Lost,2017-06-18,2017-09-03,0.0,services,1997.0,2041.73,5276.0,United States,0.0,0.0
Marty Freudenburg,Globex Corporation,Won,2017-06-18,2017-08-21,5472.0,technolgy,2000.0,1223.72,2497.0,Norway,2.1914297156587907,4.4716111528781095
Niesha Huffines,Genco Pura Olive Oil Company,Lost,2017-06-18,2017-06-21,0.0,retail,2007.0,894.33,1635.0,Italy,0.0,0.0
Vicki Laflamme,Fasehatice,Lost,2017-06-18,2017-08-29,0.0,retail,1990.0,4968.91,7523.0,United States,0.0,0.0
Anna Snelling,Funholding,Lost,2017-06-19,2017-08-28,0.0,finance,1991.0,2819.5,7227.0,United States,0.0,0.0
Anna Snelling,Hottechi,Won,2017-06-19,2017-08-24,5271.0,technolgy,1997.0,8170.38,16499.0,Korea,0.319473907509546,0.645135232388212
Boris Faz,Bioplex,Won,2017-06-19,2017-08-23,49.0,medical,1991.0,326.82,1016.0,United States,0.04822834645669291,0.149929624869959
Cassey Cress,Opentech,Lost,2017-06-19,2017-06-30,0.0,finance,1994.0,355.23,853.0,United States,0.0,0.0
Corliss Cosme,Initech,Won,2017-06-19,2017-09-21,1236.0,telecommunications,1994.0,6395.05,20275.0,United States,0.06096177558569667,0.1932744857350607
Daniell Hammack,Zencorporation,Won,2017-06-19,2017-06-21,5388.0,technolgy,2011.0,40.79,142.0,China,37.943661971830984,132.091198823241
Darcel Schlecht,Conecom,Lost,2017-06-19,2017-08-27,0.0,technolgy,2005.0,1520.66,1806.0,United States,0.0,0.0
Darcel Schlecht,Funholding,Won,2017-06-19,2017-09-26,5449.0,finance,1991.0,2819.5,7227.0,United States,0.7539781375397814,1.9326121652775314
Darcel Schlecht,Funholding,Won,2017-06-19,2017-06-25,5030.0,finance,1991.0,2819.5,7227.0,United States,0.696001106960011,1.7840042560737719
Darcel Schlecht,Hottechi,Won,2017-06-19,2017-08-22,5195.0,technolgy,1997.0,8170.38,16499.0,Korea,0.31486756773137764,0.6358333394529997
Hayden Neloms,Condax,Won,2017-06-19,2017-06-25,55.0,medical,2017.0,4.54,9.0,United States,6.111111111111111,12.114537444933921
Hayden Neloms,Fasehatice,Won,2017-06-19,2017-09-29,62.0,retail,1990.0,4968.91,7523.0,United States,0.008241393061278746,0.012477585627431368
James Ascencio,Sunnamplex,Won,2017-06-19,2017-08-19,459.0,marketing,2008.0,894.37,1593.0,Poland,0.288135593220339,0.513210416270671
Kami Bicknell,Y-corporation,Lost,2017-06-19,2017-08-25,0.0,employment,1983.0,2871.35,9561.0,United States,0.0,0.0
Kami Bicknell,Y-corporation,Won,2017-06-19,2017-08-07,1097.0,employment,1983.0,2871.35,9561.0,United States,0.11473695220165255,0.38205025510648305
Kami Bicknell,Plexzap,Won,2017-06-19,2017-09-29,5033.0,retail,2001.0,2437.85,4874.0,United States,1.0326220763233485,2.0645240683389052
Kary Hendrixson,Blackzim,Won,2017-06-19,2017-09-22,4966.0,retail,2009.0,497.11,1588.0,United States,3.1272040302267,9.989740701253243
Kary Hendrixson,Finjob,Won,2017-06-19,2017-06-24,52.0,employment,1988.0,2059.9,3644.0,United States,0.014270032930845226,0.02524394388077091
Markita Hansen,Doncon,Won,2017-06-19,2017-06-27,54.0,technolgy,2010.0,587.72,1501.0,United States,0.03597601598934044,0.09188048730688082
Maureen Marcano,Sonron,Won,2017-06-19,2017-09-12,5816.0,telecommunications,1999.0,1699.85,5108.0,United States,1.1386061080657792,3.4214783657381536
Maureen Marcano,Condax,Won,2017-06-19,2017-09-03,53.0,medical,2017.0,4.54,9.0,United States,5.888888888888889,11.674008810572687
Maureen Marcano,Plexzap,Won,2017-06-19,2017-08-15,3994.0,retail,2001.0,2437.85,4874.0,United States,0.819450143619204,1.6383288553438482
Moses Frase,Warephase,Lost,2017-06-19,2017-06-28,0.0,services,1997.0,2041.73,5276.0,United States,0.0,0.0
Moses Frase,Statholdings,Won,2017-06-19,2017-09-04,57.0,employment,1997.0,291.27,586.0,United States,0.09726962457337884,0.19569471624266147
Reed Clapper,Condax,Lost,2017-06-19,2017-07-02,0.0,medical,2017.0,4.54,9.0,United States,0.0,0.0
Rosalina Dieter,Scotfind,Won,2017-06-19,2017-08-05,3752.0,software,1996.0,6354.87,16780.0,United States,0.2235995232419547,0.5904133365434698
Rosie Papadopoulos,Condax,Won,2017-06-19,2017-09-21,4759.0,medical,2017.0,4.54,9.0,United States,528.7777777777778,1048.2378854625551
Versie Hillebrand,Statholdings,Won,2017-06-19,2017-08-24,555.0,employment,1997.0,291.27,586.0,United States,0.947098976109215,1.9054485528890721
Violet Mclelland,Umbrella Corporation,Lost,2017-06-19,2017-06-24,0.0,finance,1998.0,2022.14,5113.0,United States,0.0,0.0
Zane Levy,Konex,Won,2017-06-19,2017-09-20,1213.0,technolgy,1980.0,7708.38,13756.0,United States,0.08817970340215178,0.1573612094888939
Zane Levy,Sonron,Won,2017-06-19,2017-09-08,4428.0,telecommunications,1999.0,1699.85,5108.0,United States,0.8668754894283477,2.604935729623202
Boris Faz,Xx-zobam,Lost,2017-06-20,2017-07-02,0.0,entertainment,1989.0,3838.39,8274.0,United States,0.0,0.0
Cassey Cress,Condax,Engaging,2017-06-20,,0.0,medical,2017.0,4.54,9.0,United States,0.0,0.0
Cassey Cress,Konex,Lost,2017-06-20,2017-08-08,0.0,technolgy,1980.0,7708.38,13756.0,United States,0.0,0.0
Cecily Lampkin,Streethex,Lost,2017-06-20,2017-06-27,0.0,retail,1988.0,1376.8,1165.0,Belgium,0.0,0.0
Corliss Cosme,Xx-zobam,Lost,2017-06-20,2017-09-21,0.0,entertainment,1989.0,3838.39,8274.0,United States,0.0,0.0
Daniell Hammack,Iselectrics,Lost,2017-06-20,2017-06-25,0.0,technolgy,2011.0,527.11,1428.0,United States,0.0,0.0
Daniell Hammack,Kan-code,Won,2017-06-20,2017-08-25,62.0,software,1982.0,11698.03,34288.0,United States,0.0018082127858142791,0.0053000376986552435
Darcel Schlecht,Bioholding,Lost,2017-06-20,2017-09-11,0.0,medical,2012.0,587.34,1356.0,Philipines,0.0,0.0
Donn Cantrell,Silis,Won,2017-06-20,2017-08-09,3546.0,medical,1994.0,2818.38,6290.0,United States,0.5637519872813991,1.2581695867838971
Elease Gluck,Sumace,Engaging,2017-06-20,,0.0,retail,2000.0,167.89,493.0,Romania,0.0,0.0
James Ascencio,Domzoom,Engaging,2017-06-20,,0.0,entertainment,1998.0,217.87,551.0,United States,0.0,0.0
Jonathan Berthelot,Hottechi,Won,2017-06-20,2017-08-20,1132.0,technolgy,1997.0,8170.38,16499.0,Korea,0.06861021880113946,0.13854924740342553
Kami Bicknell,Cheers,Lost,2017-06-20,2017-08-13,0.0,entertainment,1993.0,4269.9,6472.0,United States,0.0,0.0
Maureen Marcano,Condax,Won,2017-06-20,2017-08-19,57.0,medical,2017.0,4.54,9.0,United States,6.333333333333333,12.555066079295154
Maureen Marcano,Fasehatice,Won,2017-06-20,2017-06-23,61.0,retail,1990.0,4968.91,7523.0,United States,0.008108467366741992,0.012276334246343766
Maureen Marcano,Plusstrip,Won,2017-06-20,2017-07-01,57.0,entertainment,2002.0,349.81,315.0,United States,0.18095238095238095,0.16294559903947858
Reed Clapper,Massive Dynamic,Won,2017-06-20,2017-09-14,649.0,entertainment,1989.0,665.06,1095.0,United States,0.5926940639269407,0.9758518028448562
Rosie Papadopoulos,Donware,Lost,2017-06-20,2017-08-15,0.0,marketing,1999.0,1197.44,2570.0,United States,0.0,0.0
Versie Hillebrand,Finhigh,Won,2017-06-20,2017-07-01,4813.0,finance,2006.0,1102.43,1759.0,United States,2.7362137578169414,4.365810074109014
Vicki Laflamme,Doncon,Lost,2017-06-20,2017-06-23,0.0,technolgy,2010.0,587.72,1501.0,United States,0.0,0.0
Vicki Laflamme,Blackzim,Won,2017-06-20,2017-07-01,51.0,retail,2009.0,497.11,1588.0,United States,0.03211586901763224,0.10259298746756251
Vicki Laflamme,Goodsilron,Won,2017-06-20,2017-09-13,3241.0,marketing,2000.0,2952.73,5107.0,United States,0.6346191501860192,1.0976282965255881
Violet Mclelland,Initech,Lost,2017-06-20,2017-08-04,0.0,telecommunications,1994.0,6395.05,20275.0,United States,0.0,0.0
Violet Mclelland,Sumace,Won,2017-06-20,2017-09-12,592.0,retail,2000.0,167.89,493.0,Romania,1.2008113590263692,3.526118291738639
Wilburn Farren,Zotware,Won,2017-06-20,2017-09-20,506.0,software,1979.0,4478.47,13809.0,United States,0.03664276920848722,0.11298501497163092
Zane Levy,Labdrill,Lost,2017-06-20,2017-09-25,0.0,medical,1985.0,2741.37,9226.0,United States,0.0,0.0
Anna Snelling,Codehow,Won,2017-06-21,2017-09-06,3571.0,software,1998.0,2714.9,2641.0,United States,1.352139341158652,1.3153338981177944
Cassey Cress,The New York Inquirer,Lost,2017-06-21,2017-08-30,0.0,medical,1996.0,439.21,792.0,United States,0.0,0.0
Cassey Cress,Iselectrics,Won,2017-06-21,2017-07-03,60.0,technolgy,2011.0,527.11,1428.0,United States,0.04201680672268908,0.11382823319610708
Cassey Cress,Konex,Won,2017-06-21,2017-09-15,59.0,technolgy,1980.0,7708.38,13756.0,United States,0.004289037510904333,0.007654007716277609
Corliss Cosme,Silis,Won,2017-06-21,2017-06-25,551.0,medical,1994.0,2818.38,6290.0,United States,0.0875993640699523,0.1955023808003179
Darcel Schlecht,Funholding,Lost,2017-06-21,2017-07-01,0.0,finance,1991.0,2819.5,7227.0,United States,0.0,0.0
Darcel Schlecht,Isdom,Lost,2017-06-21,2017-07-02,0.0,medical,2002.0,3178.24,4540.0,United States,0.0,0.0
Darcel Schlecht,Isdom,Won,2017-06-21,2017-07-01,4826.0,medical,2002.0,3178.24,4540.0,United States,1.0629955947136565,1.5184504631494162
Elease Gluck,Green-Plus,Won,2017-06-21,2017-09-30,58.0,services,2003.0,692.19,1922.0,United States,0.030176899063475548,0.08379202242158944
Garret Kinder,Gekko & Co,Won,2017-06-21,2017-06-26,5622.0,retail,1990.0,2520.83,3502.0,United States,1.6053683609366076,2.2302178250814215
Gladys Colclough,Hottechi,Lost,2017-06-21,2017-07-02,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0.0,0.0
Gladys Colclough,Dontechi,Won,2017-06-21,2017-08-27,3177.0,software,1982.0,4618.0,10083.0,United States,0.3150847961916096,0.68796015591165
Kami Bicknell,Fasehatice,Won,2017-06-21,2017-08-11,56.0,retail,1990.0,4968.91,7523.0,United States,0.007443838894058221,0.011270077340905753
Maureen Marcano,Kan-code,Won,2017-06-21,2017-09-22,990.0,software,1982.0,11698.03,34288.0,United States,0.02887307512832478,0.08462963422046275
Niesha Huffines,Warephase,Won,2017-06-21,2017-09-30,587.0,services,1997.0,2041.73,5276.0,United States,0.11125852918877938,0.2875012856744036
Rosie Papadopoulos,Bioplex,Won,2017-06-21,2017-06-27,6229.0,medical,1991.0,326.82,1016.0,United States,6.130905511811024,19.059421088060706
Versie Hillebrand,Warephase,Lost,2017-06-21,2017-08-02,0.0,services,1997.0,2041.73,5276.0,United States,0.0,0.0
Vicki Laflamme,Xx-holding,Won,2017-06-21,2017-09-23,1027.0,finance,1993.0,7537.24,20293.0,United States,0.05060858424087124,0.13625677303628383
Vicki Laflamme,Scotfind,Won,2017-06-21,2017-06-23,3559.0,software,1996.0,6354.87,16780.0,United States,0.21209773539928486,0.5600429277074118
Zane Levy,Green-Plus,Won,2017-06-21,2017-08-28,506.0,services,2003.0,692.19,1922.0,United States,0.26326742976066597,0.7310131611262803
Anna Snelling,Gogozoom,Lost,2017-06-22,2017-07-03,0.0,telecommunications,2007.0,86.68,187.0,United States,0.0,0.0
Anna Snelling,Genco Pura Olive Oil Company,Lost,2017-06-22,2017-08-11,0.0,retail,2007.0,894.33,1635.0,Italy,0.0,0.0
Anna Snelling,Stanredtax,Won,2017-06-22,2017-09-12,6250.0,finance,1987.0,1698.2,3798.0,United States,1.6456029489204844,3.6803674478859967
Cecily Lampkin,Hottechi,Won,2017-06-22,2017-09-12,3510.0,technolgy,1997.0,8170.38,16499.0,Korea,0.21274016607067095,0.4296005816130951
Daniell Hammack,Umbrella Corporation,Won,2017-06-22,2017-09-11,1078.0,finance,1998.0,2022.14,5113.0,United States,0.21083512614903188,0.5330985985144451
Donn Cantrell,Massive Dynamic,Won,2017-06-22,2017-07-02,553.0,entertainment,1989.0,665.06,1095.0,United States,0.5050228310502283,0.8315039244579437
Jonathan Berthelot,Toughzap,Won,2017-06-22,2017-08-27,612.0,retail,1995.0,332.43,799.0,United States,0.7659574468085106,1.8409890804079054
Jonathan Berthelot,Funholding,Won,2017-06-22,2017-06-26,1033.0,finance,1991.0,2819.5,7227.0,United States,0.1429362114293621,0.3663770172016315
Jonathan Berthelot,Inity,Won,2017-06-22,2017-09-13,1051.0,marketing,1986.0,2403.58,8801.0,United States,0.119418247926372,0.43726441391590876
Kary Hendrixson,Y-corporation,Won,2017-06-22,2017-09-22,628.0,employment,1983.0,2871.35,9561.0,United States,0.0656835059094237,0.21871245233078518
Markita Hansen,Green-Plus,Won,2017-06-22,2017-09-04,4916.0,services,2003.0,692.19,1922.0,United States,2.5577523413111343,7.102096245250581
Marty Freudenburg,Stanredtax,Won,2017-06-22,2017-09-28,3590.0,finance,1987.0,1698.2,3798.0,United States,0.9452343338599263,2.1140030620657164
Moses Frase,Domzoom,Won,2017-06-22,2017-08-16,3207.0,entertainment,1998.0,217.87,551.0,United States,5.8203266787658805,14.719787028962225
Moses Frase,Zumgoity,Won,2017-06-22,2017-09-21,2739.0,medical,1984.0,441.08,1210.0,United States,2.2636363636363637,6.209757867053596
Niesha Huffines,Gogozoom,Won,2017-06-22,2017-07-03,557.0,telecommunications,2007.0,86.68,187.0,United States,2.978609625668449,6.42593447161975
Reed Clapper,Yearin,Won,2017-06-22,2017-06-30,5302.0,retail,2005.0,2261.05,3851.0,United States,1.376785250584264,2.344928241303819
Versie Hillebrand,Domzoom,Lost,2017-06-22,2017-08-26,0.0,entertainment,1998.0,217.87,551.0,United States,0.0,0.0
Versie Hillebrand,Zumgoity,Won,2017-06-22,2017-07-01,3465.0,medical,1984.0,441.08,1210.0,United States,2.8636363636363638,7.855717783622019
Zane Levy,Zoomit,Won,2017-06-22,2017-09-06,4356.0,entertainment,1992.0,324.19,978.0,United States,4.45398773006135,13.43656497732811
Boris Faz,Gekko & Co,Won,2017-06-23,2017-09-21,5301.0,retail,1990.0,2520.83,3502.0,United States,1.5137064534551685,2.1028788137240513
Cecily Lampkin,Rangreen,Lost,2017-06-23,2017-07-04,0.0,technolgy,1987.0,2938.67,8775.0,Panama,0.0,0.0
Cecily Lampkin,Treequote,Won,2017-06-23,2017-07-05,66.0,telecommunications,1988.0,5266.09,8595.0,United States,0.007678883071553229,0.01253301785575256
Corliss Cosme,Vehement Capital Partners,Lost,2017-06-23,2017-07-03,0.0,finance,1993.0,646.1,883.0,United States,0.0,0.0
Corliss Cosme,Acme Corporation,Lost,2017-06-23,2017-07-01,0.0,technolgy,1996.0,1100.04,2822.0,United States,0.0,0.0
Corliss Cosme,Iselectrics,Won,2017-06-23,2017-07-01,5640.0,technolgy,2011.0,527.11,1428.0,United States,3.9495798319327733,10.699853920434064
Daniell Hammack,Kinnamplus,Lost,2017-06-23,2017-08-30,0.0,retail,2004.0,702.72,1831.0,United States,0.0,0.0
Daniell Hammack,Kan-code,Won,2017-06-23,2017-09-28,1291.0,software,1982.0,11698.03,34288.0,United States,0.03765165655622958,0.11036046240264386
Daniell Hammack,Mathtouch,Won,2017-06-23,2017-09-27,3729.0,marketing,1984.0,3027.46,9516.0,Jordan,0.39186633039092056,1.2317256049625758
Darcel Schlecht,Treequote,Lost,2017-06-23,2017-08-23,0.0,telecommunications,1988.0,5266.09,8595.0,United States,0.0,0.0
Gladys Colclough,Conecom,Won,2017-06-23,2017-07-03,49.0,technolgy,2005.0,1520.66,1806.0,United States,0.027131782945736434,0.03222285060434285
Hayden Neloms,Singletechno,Lost,2017-06-23,2017-07-03,0.0,retail,1996.0,2214.94,5374.0,United States,0.0,0.0
Hayden Neloms,Plusstrip,Won,2017-06-23,2017-09-12,1099.0,entertainment,2002.0,349.81,315.0,United States,3.488888888888889,3.1417054972699465
Kary Hendrixson,Labdrill,Lost,2017-06-23,2017-07-04,0.0,medical,1985.0,2741.37,9226.0,United States,0.0,0.0
Lajuana Vencill,Condax,Lost,2017-06-23,2017-07-03,0.0,medical,2017.0,4.54,9.0,United States,0.0,0.0
Marty Freudenburg,Konmatfix,Lost,2017-06-23,2017-09-22,0.0,marketing,1985.0,375.43,1190.0,United States,0.0,0.0
Niesha Huffines,Condax,Won,2017-06-23,2017-07-02,932.0,medical,2017.0,4.54,9.0,United States,103.55555555555556,205.2863436123348
Reed Clapper,Silis,Lost,2017-06-23,2017-07-01,0.0,medical,1994.0,2818.38,6290.0,United States,0.0,0.0
Reed Clapper,Donquadtech,Won,2017-06-23,2017-07-04,880.0,technolgy,1992.0,1712.68,3194.0,United States,0.27551659361302444,0.5138146063479458
Reed Clapper,Ganjaflex,Won,2017-06-23,2017-09-18,4801.0,retail,1995.0,5158.71,17479.0,Japan,0.27467246409977686,0.9306590213444834
Rosie Papadopoulos,Konex,Won,2017-06-23,2017-07-01,59.0,technolgy,1980.0,7708.38,13756.0,United States,0.004289037510904333,0.007654007716277609
Versie Hillebrand,Finhigh,Lost,2017-06-23,2017-07-05,0.0,finance,2006.0,1102.43,1759.0,United States,0.0,0.0
Versie Hillebrand,Ron-tech,Won,2017-06-23,2017-09-29,52.0,medical,1992.0,3922.42,6837.0,United States,0.007605675003656574,0.013257121878840103
Versie Hillebrand,Stanredtax,Won,2017-06-23,2017-09-21,2949.0,finance,1987.0,1698.2,3798.0,United States,0.7764612954186414,1.7365445766105287
Vicki Laflamme,Doncon,Lost,2017-06-23,2017-07-06,0.0,technolgy,2010.0,587.72,1501.0,United States,0.0,0.0
Violet Mclelland,Betasoloin,Engaging,2017-06-23,,0.0,medical,1999.0,251.41,495.0,United States,0.0,0.0
Violet Mclelland,Konex,Won,2017-06-23,2017-08-15,50.0,technolgy,1980.0,7708.38,13756.0,United States,0.003634777551613841,0.006486447217184415
Violet Mclelland,Plussunin,Won,2017-06-23,2017-06-30,3863.0,retail,2003.0,1419.98,4018.0,United States,0.961423593827775,2.7204608515612896
Zane Levy,Kan-code,Engaging,2017-06-23,,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Zane Levy,Golddex,Lost,2017-06-23,2017-07-04,0.0,finance,2008.0,52.5,165.0,United States,0.0,0.0
Anna Snelling,Stanredtax,Won,2017-06-24,2017-07-02,64.0,finance,1987.0,1698.2,3798.0,United States,0.01685097419694576,0.03768696266635261
Corliss Cosme,Umbrella Corporation,Lost,2017-06-24,2017-07-03,0.0,finance,1998.0,2022.14,5113.0,United States,0.0,0.0
Corliss Cosme,Kinnamplus,Won,2017-06-24,2017-08-22,5038.0,retail,2004.0,702.72,1831.0,United States,2.7515019115237576,7.169285063752277
Corliss Cosme,Zotware,Won,2017-06-24,2017-07-02,5088.0,software,1979.0,4478.47,13809.0,United States,0.3684553552031284,1.1361022849321307
Gladys Colclough,Statholdings,Won,2017-06-24,2017-08-14,48.0,employment,1997.0,291.27,586.0,United States,0.08191126279863481,0.16479555052013597
Hayden Neloms,Dalttechnology,Lost,2017-06-24,2017-07-04,0.0,software,2013.0,98.79,96.0,United States,0.0,0.0
Kary Hendrixson,Betasoloin,Engaging,2017-06-24,,0.0,medical,1999.0,251.41,495.0,United States,0.0,0.0
Kary Hendrixson,Green-Plus,Lost,2017-06-24,2017-09-08,0.0,services,2003.0,692.19,1922.0,United States,0.0,0.0
Kary Hendrixson,Lexiqvolax,Won,2017-06-24,2017-09-30,5056.0,medical,2004.0,1618.89,3889.0,United States,1.3000771406531242,3.123127575066867
Markita Hansen,Blackzim,Won,2017-06-24,2017-07-02,59.0,retail,2009.0,497.11,1588.0,United States,0.0371536523929471,0.1186860051095331
Maureen Marcano,Cheers,Lost,2017-06-24,2017-08-20,0.0,entertainment,1993.0,4269.9,6472.0,United States,0.0,0.0
Maureen Marcano,Faxquote,Won,2017-06-24,2017-08-21,562.0,telecommunications,1995.0,1825.82,5595.0,United States,0.10044682752457551,0.30780690319965825
Moses Frase,Codehow,Won,2017-06-24,2017-09-10,63.0,software,1998.0,2714.9,2641.0,United States,0.023854600530102233,0.023205274595749382
Moses Frase,Betatech,Won,2017-06-24,2017-07-05,3355.0,medical,1986.0,647.18,1185.0,Kenya,2.831223628691983,5.184029172718564
Violet Mclelland,Bluth Company,Lost,2017-06-24,2017-07-05,0.0,technolgy,1993.0,1242.32,3027.0,United States,0.0,0.0
Violet Mclelland,Massive Dynamic,Won,2017-06-24,2017-09-17,55.0,entertainment,1989.0,665.06,1095.0,United States,0.0502283105022831,0.08269930532583528
Zane Levy,Newex,Won,2017-06-24,2017-09-23,4059.0,services,1991.0,1012.72,3492.0,Germany,1.1623711340206186,4.008018010901335
Cassey Cress,Bubba Gump,Lost,2017-06-25,2017-07-04,0.0,software,2002.0,987.39,2253.0,United States,0.0,0.0
Cecily Lampkin,Codehow,Won,2017-06-25,2017-08-09,1128.0,software,1998.0,2714.9,2641.0,United States,0.42711094282468764,0.41548491657151276
Darcel Schlecht,Conecom,Lost,2017-06-25,2017-07-01,0.0,technolgy,2005.0,1520.66,1806.0,United States,0.0,0.0
Darcel Schlecht,Ron-tech,Won,2017-06-25,2017-07-08,5536.0,medical,1992.0,3922.42,6837.0,United States,0.8097118619277461,1.4113735907934388
